Datetime;Ticker;superior_POI;Close;Timeframe;DIRECTION;first_fractal_Datetime;first_fractal;first_fractal_price;second_fractal_Datetime;second_fractal;second_fractal_price
2021-12-20 08:00:00+00:00;AUDUSD;6;0,711004912853241;H3;;2021-10-28 15:00:00+01:00;higher_high;0,7549432170244998;2021-12-03 17:00:00+00:00;lower_low;0,6999343037515651
2021-12-20 11:00:00+00:00;AUDUSD;4;0,7106260061264038;H2;SELL;2021-12-01 03:00:00+00:00;lower_high;0,7170426273808056;2021-12-03 19:00:00+00:00;lower_low;0,6999343037515651
2021-12-01 00:00:00;AUDUSD;6;0,717560887336731;MO;;2011-07-01 00:00:00;6;1,1081472773517356;2016-01-01 00:00:00;higher_low;0,6831448533348696
2021-12-13 00:00:00;AUDUSD;6;0,7218199968338013;W1;;2020-03-16 00:00:00;lower_low;0,551955439792353;2020-12-28 00:00:00;higher_high;0,8208263357010561
2021-12-17 00:00:00;AUDUSD;6;0,717560887336731;D1;;2021-08-20 00:00:00;lower_low;0,7106725836063313;2021-09-03 00:00:00;lower_high;0,7478604208314819
2021-12-19 23:00:00+00:00;AUDNZD;6;1,05826997756958;H12;;2021-10-12 12:00:00+01:00;higher_high;1,0608457391740849;2021-11-19 11:00:00+00:00;higher_low;1,0315566880927156
2021-12-19 23:00:00+00:00;AUDNZD;6;1,0563600063323977;H8;;2021-11-19 15:00:00+00:00;higher_low;1,0315566880927156;2021-11-25 07:00:00+00:00;lower_high;1,0494747575532493
2021-12-20 05:00:00+00:00;AUDNZD;6;1,05826997756958;H6;;2021-11-25 11:00:00+00:00;lower_high;1,0494747575532493;2021-12-14 17:00:00+00:00;higher_low;1,0523849208705762
2021-12-20 07:00:00+00:00;AUDNZD;6;1,05826997756958;H4;BUY;2021-12-03 19:00:00+00:00;higher_low;1,036766189880139;2021-12-15 23:00:00+00:00;higher_high;1,0589655375454017
2021-12-20 08:00:00+00:00;AUDNZD;6;1,05826997756958;H3;BUY;2021-12-03 17:00:00+00:00;higher_low;1,036766189880139;2021-12-15 23:00:00+00:00;higher_high;1,0589655375454017
2021-12-20 11:00:00+00:00;AUDNZD;6;1,0578399896621704;H2;;2021-12-03 19:00:00+00:00;lower_low;1,036766189880139;2021-12-15 23:00:00+00:00;higher_high;1,0589655375454017
2021-12-01 00:00:00;AUDNZD;6;1,0557299852371216;MO;SELL;2017-10-01 00:00:00;lower_high;1,1282511642736115;2020-03-01 00:00:00;lower_low;0,9894700309767068
2021-12-13 00:00:00;AUDNZD;6;1,0568079948425293;W1;;2020-12-28 00:00:00;higher_low;0,9998591750376016;2021-03-29 00:00:00;lower_high;1,094648476399929
2021-12-17 00:00:00;AUDNZD;6;1,0557299852371216;D1;;2021-10-12 00:00:00;lower_high;1,0611557083729042;2021-11-19 00:00:00;higher_low;1,031716654031731
2021-12-19 23:00:00+00:00;AUDJPY;6;80,73999786376953;H12;;2021-08-20 00:00:00+01:00;6;77,9666987356451;2021-10-21 00:00:00+01:00;6;86,22396989779378
2021-12-19 23:00:00+00:00;AUDJPY;6;80,48799896240234;H8;;2021-10-21 00:00:00+01:00;6;86,22396989779378;2021-12-03 15:00:00+00:00;higher_low;78,79363538620534
2021-12-20 05:00:00+00:00;AUDJPY;6;80,73999786376953;H6;SELL;2021-11-15 23:00:00+00:00;lower_high;84,13980186002759;2021-12-03 17:00:00+00:00;lower_low;78,79363538620534
2021-12-20 07:00:00+00:00;AUDJPY;6;80,73999786376953;H4;;2021-12-03 19:00:00+00:00;lower_low;78,79363538620534;2021-12-08 19:00:00+00:00;lower_high;81,5985961604948
2021-12-20 08:00:00+00:00;AUDJPY;6;80,73999786376953;H3;;2021-12-03 17:00:00+00:00;lower_low;78,79363538620534;2021-12-08 17:00:00+00:00;lower_high;81,5985961604948
2021-12-20 11:00:00+00:00;AUDJPY;6;80,65399932861328;H2;;2021-12-08 19:00:00+00:00;higher_high;81,5985961604948;2021-12-14 03:00:00+00:00;higher_low;80,6264874483505
2021-12-01 00:00:00;AUDJPY;6;81,552001953125;MO;;2014-12-01 00:00:00;6;148,6120141824153;2016-06-01 00:00:00;higher_low;73,06209631917251
2021-12-13 00:00:00;AUDJPY;0;80,98456573486328;W1;SELL;2019-04-15 00:00:00;lower_high;80,67951554971418;2020-03-16 00:00:00;lower_low;59,19021626911563
2021-12-17 00:00:00;AUDJPY;6;81,552001953125;D1;;2021-05-10 00:00:00;higher_high;85,80393015959824;2021-08-20 00:00:00;higher_low;77,90170154695194
2021-12-19 23:00:00+00:00;AUDCHF;6;0,6565899848937988;H12;;2021-10-21 00:00:00+01:00;higher_high;0,6930160206384121;2021-12-03 11:00:00+00:00;lower_low;0,641348149383283
2021-12-19 23:00:00+00:00;AUDCHF;6;0,6553000211715698;H8;;2021-10-21 00:00:00+01:00;higher_high;0,6930160206384121;2021-12-03 15:00:00+00:00;lower_low;0,641348149383283
2021-12-20 05:00:00+00:00;AUDCHF;6;0,6565899848937988;H6;;2021-10-21 00:00:00+01:00;higher_high;0,6930160206384121;2021-12-03 17:00:00+00:00;lower_low;0,641348149383283
2021-12-20 07:00:00+00:00;AUDCHF;6;0,6565899848937988;H4;SELL;2021-11-24 07:00:00+00:00;lower_high;0,6752245635491887;2021-12-03 19:00:00+00:00;lower_low;0,641348149383283
2021-12-20 08:00:00+00:00;AUDCHF;6;0,6565899848937988;H3;SELL;2021-11-24 08:00:00+00:00;lower_high;0,6752245635491887;2021-12-03 20:00:00+00:00;lower_low;0,641348149383283
2021-12-20 11:00:00+00:00;AUDCHF;2;0,6556199789047241;H2;BUY;2021-12-14 13:00:00+00:00;higher_low;0,6540671699300138;2021-12-16 11:00:00+00:00;higher_high;0,6668738741140776
2021-12-01 00:00:00;AUDCHF;5;0,6593499779701233;MO;SELL;2017-02-01 00:00:00;lower_high;0,780393059265164;2020-03-01 00:00:00;lower_low;0,5347517705693402
2021-12-13 00:00:00;AUDCHF;6;0,6572359800338745;W1;;2020-03-16 00:00:00;6;0,5347517705693402;2021-02-22 00:00:00;lower_high;0,7258536210761631
2021-12-17 00:00:00;AUDCHF;6;0,6593499779701233;D1;;2021-08-20 00:00:00;higher_low;0,6510473658323893;2021-10-21 00:00:00;lower_high;0,6931659980430714
2021-12-19 23:00:00+00:00;AUDCAD;6;0,918340027332306;H12;;2021-10-08 12:00:00+01:00;lower_low;0,9102464228807832;2021-10-27 12:00:00+01:00;lower_high;0,9336154241700008
2021-12-19 23:00:00+00:00;AUDCAD;6;0,9162300229072572;H8;;2021-11-10 23:00:00+00:00;higher_low;0,9130961886684186;2021-11-30 07:00:00+00:00;lower_high;0,9145238847295762
2021-12-20 05:00:00+00:00;AUDCAD;0;0,918340027332306;H6;SELL;2021-11-30 11:00:00+00:00;lower_high;0,9145238847295762;2021-12-03 11:00:00+00:00;lower_low;0,8973374576814288
2021-12-20 07:00:00+00:00;AUDCAD;0;0,918340027332306;H4;SELL;2021-11-30 11:00:00+00:00;lower_high;0,9145238847295762;2021-12-03 15:00:00+00:00;lower_low;0,8973374576814288
2021-12-20 08:00:00+00:00;AUDCAD;0;0,918340027332306;H3;SELL;2021-11-30 14:00:00+00:00;lower_high;0,9145238847295762;2021-12-03 14:00:00+00:00;lower_low;0,8973374576814288
2021-12-20 11:00:00+00:00;AUDCAD;6;0,9182699918746948;H2;;2021-12-03 15:00:00+00:00;lower_low;0,8973374576814288;2021-12-16 11:00:00+00:00;higher_high;0,9220945247539664
2021-12-01 00:00:00;AUDCAD;0;0,916700005531311;MO;BUY;2013-08-01 00:00:00;higher_low;0,9193656734012168;2014-12-01 00:00:00;higher_high;1,4343159433768862
2021-12-13 00:00:00;AUDCAD;6;0,9186059832572936;W1;;2020-03-16 00:00:00;lower_low;0,8089146160955639;2021-02-22 00:00:00;higher_high;0,999390768940506
2021-12-17 00:00:00;AUDCAD;6;0,916700005531311;D1;;2021-10-11 00:00:00;lower_low;0,9103264058502908;2021-10-27 00:00:00;lower_high;0,9336854652870415
